feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,angle
10.0,24.0,3.0,6.0,5.0,49.0,3.0,8.0,4.0,2.0,1.0,3.0,121.0
10.0,23.0,3.0,6.0,5.0,49.0,2.0,8.0,4.0,2.0,1.0,3.0,121.0
10.0,22.0,3.0,5.0,4.0,48.0,2.0,8.0,4.0,2.0,1.0,3.0,121.0
10.0,21.0,3.0,5.0,4.0,47.0,2.0,8.0,4.0,2.0,1.0,3.0,121.0
10.0,20.0,3.0,5.0,4.0,46.0,2.0,8.0,4.0,2.0,1.0,3.0,121.0
10.0,19.0,3.0,5.0,4.0,44.0,2.0,8.0,4.0,2.0,1.0,3.0,121.0
9.0,18.0,3.0,5.0,4.0,42.0,2.0,8.0,4.0,2.0,1.0,3.0,121.0
9.0,17.0,3.0,5.0,4.0,39.0,2.0,8.0,4.0,1.0,1.0,3.0,121.0
9.0,16.0,3.0,5.0,4.0,37.0,2.0,7.0,4.0,1.0,1.0,3.0,121.0
9.0,15.0,3.0,5.0,4.0,34.0,2.0,7.0,4.0,1.0,1.0,3.0,121.0
9.0,14.0,3.0,5.0,4.0,30.0,2.0,7.0,4.0,1.0,1.0,3.0,121.0
9.0,13.0,3.0,4.0,4.0,27.0,1.0,7.0,4.0,1.0,1.0,3.0,121.0
9.0,12.0,2.0,4.0,4.0,24.0,1.0,6.0,4.0,1.0,1.0,3.0,121.0
9.0,11.0,2.0,4.0,4.0,21.0,1.0,6.0,4.0,1.0,1.0,2.0,121.0
9.0,10.0,2.0,4.0,4.0,19.0,1.0,6.0,4.0,1.0,1.0,2.0,121.0
9.0,9.0,2.0,4.0,4.0,16.0,1.0,5.0,3.0,1.0,1.0,2.0,121.0
9.0,9.0,2.0,4.0,4.0,14.0,1.0,5.0,3.0,1.0,1.0,2.0,121.0
9.0,8.0,2.0,4.0,4.0,12.0,1.0,5.0,3.0,1.0,1.0,2.0,121.0
9.0,7.0,2.0,3.0,4.0,11.0,1.0,4.0,3.0,1.0,1.0,2.0,121.0
9.0,7.0,2.0,3.0,4.0,10.0,1.0,4.0,3.0,1.0,1.0,2.0,121.0
9.0,7.0,2.0,3.0,4.0,9.0,1.0,3.0,3.0,1.0,1.0,2.0,120.0
9.0,7.0,2.0,3.0,4.0,8.0,1.0,3.0,3.0,1.0,1.0,2.0,120.0
9.0,6.0,2.0,3.0,4.0,8.0,1.0,3.0,3.0,1.0,1.0,2.0,120.0
9.0,6.0,2.0,3.0,4.0,7.0,1.0,2.0,3.0,1.0,1.0,2.0,120.0
9.0,6.0,2.0,3.0,4.0,7.0,1.0,2.0,3.0,1.0,1.0,2.0,120.0
9.0,6.0,2.0,3.0,4.0,7.0,1.0,2.0,4.0,2.0,1.0,2.0,120.0
9.0,6.0,2.0,3.0,4.0,7.0,1.0,2.0,4.0,2.0,1.0,2.0,120.0
9.0,6.0,2.0,3.0,4.0,7.0,1.0,1.0,4.0,2.0,1.0,2.0,120.0
9.0,5.0,2.0,3.0,4.0,6.0,1.0,1.0,4.0,2.0,1.0,2.0,120.0
9.0,5.0,2.0,3.0,4.0,6.0,1.0,1.0,4.0,2.0,1.0,2.0,120.0
8.0,5.0,2.0,2.0,4.0,6.0,0.0,1.0,4.0,2.0,1.0,2.0,120.0
8.0,5.0,2.0,2.0,4.0,6.0,0.0,1.0,4.0,2.0,1.0,2.0,120.0
8.0,5.0,2.0,2.0,4.0,5.0,0.0,1.0,4.0,3.0,1.0,2.0,120.0
8.0,5.0,2.0,2.0,4.0,5.0,0.0,1.0,4.0,3.0,1.0,2.0,120.0
8.0,5.0,2.0,2.0,4.0,4.0,0.0,1.0,3.0,3.0,1.0,2.0,120.0
8.0,4.0,2.0,2.0,4.0,4.0,0.0,1.0,3.0,3.0,1.0,2.0,120.0
8.0,4.0,2.0,2.0,4.0,4.0,0.0,1.0,3.0,3.0,1.0,2.0,120.0
8.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,3.0,3.0,1.0,2.0,120.0
8.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,3.0,3.0,1.0,2.0,120.0
8.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,2.0,2.0,1.0,2.0,120.0
8.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,120.0
8.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,120.0
8.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,120.0
8.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,120.0
8.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,120.0
8.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,120.0
8.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,120.0
8.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,120.0
8.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,120.0
8.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,120.0
8.0,4.0,1.0,2.0,4.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,120.0
8.0,4.0,1.0,2.0,4.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,120.0
8.0,4.0,1.0,2.0,4.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,120.0
8.0,4.0,1.0,2.0,4.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,120.0
8.0,4.0,1.0,2.0,4.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,120.0
7.0,4.0,1.0,2.0,5.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,120.0
7.0,4.0,1.0,2.0,5.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,120.0
7.0,4.0,1.0,2.0,5.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,120.0
7.0,3.0,1.0,2.0,5.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,120.0
7.0,3.0,1.0,2.0,5.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,120.0
7.0,3.0,1.0,2.0,5.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,120.0
7.0,3.0,1.0,2.0,5.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,120.0
7.0,3.0,1.0,2.0,5.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,120.0
7.0,3.0,1.0,2.0,5.0,2.0,0.0,1.0,3.0,0.0,1.0,2.0,120.0
7.0,3.0,1.0,2.0,5.0,2.0,0.0,1.0,3.0,0.0,1.0,2.0,120.0
7.0,3.0,1.0,2.0,5.0,2.0,0.0,1.0,3.0,0.0,1.0,2.0,120.0
7.0,3.0,1.0,2.0,5.0,2.0,0.0,1.0,3.0,0.0,1.0,2.0,120.0
7.0,3.0,1.0,2.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,2.0,120.0
7.0,3.0,1.0,2.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,2.0,120.0
7.0,3.0,1.0,2.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,2.0,120.0
7.0,3.0,1.0,2.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,2.0,120.0
7.0,3.0,1.0,2.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,120.0
7.0,3.0,1.0,2.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,120.0
7.0,3.0,1.0,2.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,120.0
7.0,3.0,1.0,2.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,120.0
7.0,3.0,1.0,2.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,120.0
7.0,3.0,1.0,2.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,120.0
7.0,3.0,1.0,2.0,5.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,120.0
7.0,3.0,1.0,2.0,5.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,120.0
7.0,3.0,1.0,2.0,5.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,120.0
7.0,3.0,1.0,2.0,5.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,120.0
7.0,3.0,1.0,2.0,5.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,120.0
7.0,3.0,1.0,2.0,5.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,120.0
7.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,120.0
7.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,120.0
7.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,120.0
6.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,120.0
6.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,120.0
6.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,120.0
6.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,120.0
6.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,120.0
6.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,120.0
6.0,3.0,1.0,2.0,4.0,2.0,0.0,1.0,3.0,2.0,1.0,2.0,120.0
6.0,3.0,1.0,2.0,4.0,2.0,0.0,1.0,3.0,1.0,1.0,2.0,120.0
6.0,3.0,1.0,2.0,4.0,2.0,0.0,1.0,3.0,1.0,1.0,2.0,120.0
6.0,3.0,1.0,2.0,4.0,2.0,0.0,1.0,3.0,1.0,1.0,2.0,120.0
6.0,3.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,120.0
6.0,3.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,120.0
5.0,3.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,120.0
5.0,3.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,120.0
5.0,3.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,120.0
5.0,3.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,120.0
5.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,120.0
5.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,120.0
5.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,120.0
5.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,120.0
5.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,120.0
5.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,120.0
4.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,120.0
4.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,120.0
4.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,120.0
4.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,120.0
4.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,120.0
4.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,120.0
4.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,3.0,1.0,1.0,3.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,3.0,1.0,1.0,3.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,3.0,1.0,1.0,3.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,3.0,1.0,1.0,3.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,3.0,119.0
4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,2.0,3.0,119.0
4.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,6.0,1.0,3.0,3.0,119.0
4.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,7.0,1.0,3.0,3.0,119.0
4.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,8.0,1.0,3.0,4.0,119.0
4.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,9.0,1.0,4.0,4.0,119.0
4.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,9.0,1.0,4.0,4.0,119.0
5.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,10.0,2.0,4.0,4.0,119.0
5.0,3.0,2.0,2.0,5.0,2.0,2.0,1.0,10.0,2.0,4.0,4.0,118.0
5.0,3.0,2.0,2.0,5.0,2.0,2.0,1.0,10.0,2.0,4.0,3.0,118.0
5.0,3.0,2.0,2.0,5.0,2.0,2.0,1.0,10.0,2.0,4.0,3.0,118.0
5.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,10.0,3.0,4.0,3.0,118.0
5.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,11.0,3.0,4.0,3.0,118.0
6.0,3.0,2.0,2.0,6.0,2.0,3.0,1.0,11.0,4.0,4.0,3.0,118.0
6.0,3.0,3.0,2.0,7.0,3.0,3.0,1.0,12.0,5.0,5.0,3.0,118.0
6.0,3.0,3.0,2.0,7.0,3.0,3.0,1.0,13.0,7.0,5.0,3.0,118.0
6.0,3.0,3.0,2.0,8.0,3.0,3.0,1.0,14.0,8.0,5.0,3.0,118.0
7.0,3.0,3.0,2.0,8.0,4.0,3.0,1.0,15.0,10.0,6.0,3.0,118.0
7.0,4.0,3.0,2.0,9.0,5.0,3.0,1.0,15.0,11.0,6.0,3.0,118.0
7.0,4.0,3.0,2.0,9.0,6.0,4.0,1.0,15.0,13.0,6.0,3.0,118.0
7.0,4.0,4.0,2.0,10.0,7.0,4.0,1.0,15.0,15.0,6.0,3.0,118.0
8.0,4.0,4.0,2.0,10.0,8.0,4.0,1.0,14.0,16.0,6.0,3.0,118.0
8.0,5.0,4.0,2.0,10.0,9.0,4.0,1.0,13.0,17.0,6.0,3.0,118.0
8.0,5.0,4.0,2.0,10.0,10.0,4.0,1.0,12.0,17.0,5.0,3.0,118.0
8.0,5.0,4.0,2.0,10.0,11.0,4.0,1.0,11.0,17.0,5.0,3.0,118.0
9.0,6.0,4.0,2.0,11.0,11.0,4.0,1.0,10.0,16.0,4.0,3.0,118.0
9.0,6.0,4.0,2.0,11.0,12.0,4.0,1.0,9.0,15.0,4.0,3.0,118.0
9.0,6.0,4.0,2.0,11.0,12.0,4.0,1.0,8.0,14.0,3.0,3.0,118.0
9.0,7.0,4.0,2.0,11.0,13.0,4.0,1.0,7.0,13.0,3.0,3.0,118.0
9.0,7.0,5.0,2.0,11.0,13.0,4.0,1.0,7.0,11.0,3.0,3.0,119.0
9.0,7.0,5.0,2.0,11.0,13.0,4.0,1.0,7.0,10.0,3.0,3.0,119.0
9.0,7.0,5.0,2.0,11.0,13.0,4.0,1.0,7.0,9.0,3.0,3.0,119.0
9.0,7.0,5.0,2.0,11.0,13.0,4.0,1.0,8.0,8.0,3.0,3.0,119.0
9.0,7.0,5.0,2.0,11.0,13.0,4.0,1.0,8.0,8.0,3.0,3.0,119.0
10.0,8.0,5.0,2.0,11.0,13.0,4.0,1.0,9.0,7.0,3.0,3.0,119.0
10.0,8.0,5.0,2.0,11.0,13.0,4.0,1.0,10.0,7.0,4.0,3.0,119.0
10.0,8.0,5.0,2.0,11.0,13.0,4.0,1.0,10.0,8.0,4.0,3.0,119.0
10.0,8.0,5.0,2.0,11.0,13.0,5.0,1.0,10.0,8.0,4.0,3.0,119.0
10.0,8.0,5.0,2.0,11.0,13.0,5.0,1.0,10.0,9.0,4.0,3.0,119.0
10.0,8.0,5.0,2.0,11.0,14.0,5.0,1.0,10.0,10.0,4.0,3.0,119.0
11.0,9.0,6.0,2.0,11.0,14.0,5.0,1.0,10.0,10.0,4.0,3.0,119.0
11.0,9.0,6.0,2.0,11.0,14.0,5.0,1.0,9.0,11.0,4.0,3.0,119.0
11.0,9.0,6.0,2.0,11.0,14.0,5.0,1.0,9.0,11.0,4.0,3.0,119.0
11.0,9.0,6.0,2.0,11.0,14.0,5.0,1.0,8.0,12.0,4.0,3.0,119.0
11.0,9.0,6.0,2.0,11.0,14.0,5.0,1.0,8.0,12.0,3.0,3.0,119.0
11.0,10.0,6.0,2.0,11.0,14.0,5.0,1.0,7.0,12.0,3.0,3.0,118.0
11.0,10.0,6.0,2.0,11.0,14.0,5.0,1.0,7.0,12.0,3.0,3.0,118.0
11.0,10.0,6.0,2.0,11.0,15.0,5.0,1.0,6.0,11.0,3.0,3.0,118.0
11.0,10.0,6.0,2.0,11.0,15.0,5.0,1.0,6.0,11.0,3.0,3.0,118.0
11.0,11.0,6.0,2.0,11.0,15.0,5.0,1.0,6.0,10.0,3.0,3.0,118.0
11.0,11.0,6.0,2.0,11.0,15.0,5.0,1.0,6.0,10.0,3.0,3.0,118.0
11.0,11.0,6.0,2.0,11.0,15.0,5.0,1.0,6.0,9.0,3.0,3.0,118.0
12.0,11.0,6.0,2.0,11.0,15.0,5.0,1.0,6.0,9.0,3.0,3.0,118.0
12.0,11.0,6.0,2.0,11.0,15.0,4.0,1.0,6.0,8.0,3.0,3.0,118.0
12.0,11.0,7.0,2.0,11.0,15.0,4.0,1.0,6.0,7.0,3.0,3.0,118.0
12.0,11.0,7.0,2.0,11.0,15.0,4.0,1.0,6.0,6.0,3.0,3.0,118.0
12.0,11.0,7.0,2.0,11.0,15.0,4.0,1.0,6.0,6.0,3.0,3.0,118.0
12.0,11.0,7.0,2.0,11.0,15.0,4.0,1.0,6.0,5.0,3.0,3.0,118.0
12.0,11.0,7.0,2.0,11.0,15.0,4.0,1.0,6.0,4.0,3.0,3.0,118.0
12.0,11.0,7.0,2.0,11.0,15.0,4.0,1.0,6.0,4.0,3.0,2.0,118.0
12.0,12.0,7.0,2.0,11.0,15.0,4.0,1.0,6.0,4.0,3.0,2.0,118.0
12.0,12.0,7.0,2.0,11.0,15.0,4.0,1.0,6.0,4.0,3.0,2.0,118.0
12.0,12.0,7.0,2.0,11.0,15.0,4.0,1.0,6.0,4.0,3.0,2.0,118.0
12.0,12.0,7.0,2.0,11.0,15.0,4.0,1.0,6.0,5.0,3.0,2.0,118.0
12.0,12.0,7.0,2.0,11.0,15.0,4.0,1.0,6.0,6.0,3.0,2.0,118.0
12.0,12.0,7.0,2.0,11.0,15.0,4.0,1.0,6.0,7.0,3.0,2.0,118.0
12.0,12.0,7.0,2.0,11.0,15.0,4.0,1.0,6.0,8.0,3.0,3.0,118.0
12.0,12.0,7.0,2.0,11.0,15.0,4.0,1.0,5.0,9.0,2.0,3.0,118.0
13.0,12.0,7.0,2.0,11.0,15.0,4.0,1.0,5.0,10.0,2.0,3.0,118.0
13.0,12.0,7.0,2.0,11.0,15.0,4.0,1.0,5.0,11.0,2.0,3.0,118.0
13.0,13.0,8.0,2.0,11.0,15.0,4.0,1.0,5.0,12.0,2.0,3.0,118.0
13.0,13.0,8.0,2.0,11.0,15.0,4.0,1.0,5.0,12.0,2.0,3.0,118.0
13.0,13.0,8.0,2.0,10.0,15.0,4.0,1.0,5.0,12.0,2.0,3.0,118.0
13.0,13.0,8.0,2.0,10.0,15.0,4.0,1.0,6.0,11.0,2.0,3.0,118.0
13.0,14.0,8.0,2.0,10.0,15.0,4.0,1.0,6.0,11.0,2.0,3.0,118.0
13.0,14.0,8.0,2.0,10.0,15.0,4.0,1.0,7.0,10.0,3.0,3.0,118.0
13.0,14.0,8.0,3.0,10.0,15.0,4.0,1.0,7.0,9.0,3.0,3.0,118.0
13.0,14.0,8.0,3.0,10.0,15.0,4.0,1.0,8.0,9.0,3.0,3.0,118.0
13.0,14.0,8.0,3.0,10.0,15.0,4.0,1.0,8.0,9.0,3.0,3.0,118.0
14.0,14.0,8.0,3.0,10.0,15.0,4.0,1.0,8.0,8.0,3.0,3.0,118.0
14.0,15.0,8.0,3.0,10.0,15.0,4.0,1.0,8.0,8.0,3.0,3.0,118.0
14.0,15.0,8.0,3.0,10.0,15.0,4.0,1.0,8.0,9.0,3.0,3.0,118.0
14.0,15.0,8.0,3.0,10.0,15.0,4.0,1.0,7.0,9.0,3.0,3.0,118.0
14.0,15.0,8.0,3.0,10.0,15.0,4.0,1.0,7.0,9.0,2.0,3.0,118.0
14.0,15.0,8.0,3.0,10.0,15.0,4.0,1.0,7.0,10.0,2.0,3.0,118.0
14.0,15.0,8.0,3.0,10.0,15.0,4.0,1.0,7.0,10.0,2.0,3.0,118.0
14.0,16.0,8.0,3.0,9.0,15.0,4.0,1.0,7.0,10.0,2.0,3.0,118.0
15.0,16.0,8.0,3.0,9.0,15.0,4.0,1.0,7.0,11.0,2.0,3.0,118.0
15.0,16.0,8.0,3.0,9.0,15.0,4.0,1.0,7.0,11.0,2.0,3.0,118.0
15.0,16.0,8.0,3.0,9.0,15.0,4.0,1.0,8.0,11.0,3.0,3.0,118.0
15.0,16.0,9.0,3.0,9.0,15.0,4.0,1.0,8.0,10.0,3.0,3.0,118.0
15.0,16.0,9.0,3.0,9.0,14.0,4.0,1.0,8.0,10.0,3.0,3.0,118.0
15.0,17.0,9.0,3.0,9.0,14.0,4.0,1.0,9.0,9.0,3.0,3.0,118.0
15.0,17.0,9.0,3.0,9.0,14.0,4.0,1.0,9.0,8.0,3.0,3.0,118.0
15.0,17.0,9.0,3.0,9.0,14.0,4.0,1.0,9.0,8.0,3.0,3.0,118.0
16.0,17.0,9.0,3.0,9.0,14.0,4.0,1.0,9.0,7.0,3.0,3.0,118.0
16.0,17.0,9.0,3.0,9.0,14.0,4.0,1.0,9.0,7.0,3.0,3.0,118.0
16.0,17.0,9.0,3.0,9.0,14.0,4.0,1.0,9.0,7.0,3.0,3.0,117.0
16.0,17.0,9.0,3.0,9.0,14.0,3.0,1.0,9.0,7.0,3.0,3.0,117.0
16.0,17.0,9.0,3.0,9.0,14.0,3.0,1.0,8.0,6.0,3.0,2.0,117.0
16.0,18.0,9.0,3.0,9.0,14.0,3.0,1.0,8.0,6.0,2.0,2.0,117.0
16.0,18.0,9.0,3.0,9.0,14.0,3.0,1.0,7.0,6.0,2.0,2.0,117.0
16.0,18.0,9.0,3.0,9.0,14.0,3.0,1.0,7.0,6.0,2.0,2.0,117.0
16.0,18.0,9.0,3.0,9.0,14.0,3.0,1.0,6.0,5.0,2.0,2.0,117.0
16.0,18.0,9.0,3.0,9.0,14.0,3.0,1.0,5.0,5.0,2.0,2.0,117.0
16.0,18.0,9.0,3.0,9.0,13.0,3.0,1.0,5.0,4.0,1.0,2.0,117.0
16.0,18.0,9.0,3.0,8.0,13.0,3.0,1.0,4.0,4.0,1.0,2.0,117.0
16.0,18.0,9.0,3.0,8.0,13.0,3.0,1.0,4.0,4.0,1.0,2.0,117.0
16.0,18.0,9.0,3.0,8.0,13.0,3.0,1.0,4.0,4.0,1.0,2.0,117.0
16.0,18.0,9.0,3.0,8.0,13.0,3.0,1.0,3.0,4.0,1.0,2.0,117.0
16.0,18.0,9.0,3.0,8.0,13.0,3.0,1.0,3.0,4.0,1.0,2.0,117.0
16.0,18.0,9.0,3.0,9.0,13.0,3.0,1.0,3.0,4.0,1.0,2.0,117.0
16.0,18.0,9.0,3.0,9.0,13.0,3.0,1.0,3.0,3.0,1.0,2.0,117.0
16.0,18.0,9.0,3.0,9.0,13.0,3.0,1.0,3.0,3.0,1.0,2.0,117.0
16.0,18.0,9.0,3.0,9.0,13.0,3.0,1.0,3.0,3.0,1.0,2.0,117.0
16.0,18.0,9.0,3.0,9.0,13.0,4.0,1.0,3.0,4.0,1.0,2.0,117.0
16.0,18.0,9.0,3.0,9.0,13.0,4.0,1.0,3.0,4.0,1.0,2.0,117.0
